33 55 3000     118 24 12000
37 45 3000     122 40 12000
39 45 3000     104 52 12000
49 16 3000     123 07 12000
    0  13  6000     78  32  12000
    0  26  6000      15  14  9000
    0  52  6000     134  5  9000
   10  10  6000    123  34  9000
   10  30  3000     66  56  12000
   10  39  3000     71  36  12000
   10  40  3000     61  31  12000
   10  47  3000     106  42  9000
   10  59  3000     74  48  12000
   11  33  3000    104  51  9000
    1  16  6000     36  48  9000
    1  18  3000    103  50  9000
   12  07  6000     15  03  9000
   12  10  3000     86  15  12000
   12  22  3000      1  31  12000
   12  28  6000    130  51  9000
   12  50  3000       45  2  9000
   12  57  3000     77  37  9000
    12  5  6000      77  3  12000
    1  27  6000     48  29  12000
    13  0  6000     38  30  12000
   13  42  3000     89  13  12000
   13  44  3000    100  30  9000
    13  4  3000     80  15  9000
   14  35  3000    120  59  9000
   14  37  3000      61  5  12000
   14  37  3000     90  31  12000
   14  42  3000     17  29  12000
    14  6  3000     87  13  12000
   15  17  3000     38  55  9000
   15  37  3000     32  33  9000
   15  52  6000     47  55  12000
   16  30  6000      68  9  12000
   16  47  3000      96  9  9000
    16  4  3000     108  13  9000
   17  31  3000     88  11  12000
   17  44  6000    168  19  9000
   17  50  6000      31  03  9000
   18  06  3000     15  57  12000
   18  29  3000      66  7  12000
   18  29  3000     69  54  12000
   18  33  3000     72  20  12000
   18  54  3000     72  49  9000
   18  55  6000     47  33  9000
   19  02  6000     65  17  12000
   19  12  3000      96  8  12000
   19  24  3000     99  12  12000
   19  54  3000      75  9  12000
   19  56  6000     43  57  12000
   20  41  3000    103  20  12000
   20  58  3000     89  38  12000
   21  08  6000    175  12  12000
    21  0  6000     79  53  12000
   21  28  3000     39  10  9000
    21  2  3000     105  52  9000
   21  59  3000      96  6  9000
    21  9  3000      79  7  9000
   22  18  3000    114  10  9000
   22  21  3000     91  50  9000
   22  32  3000     88  20  9000
   22  55  6000     43  12  12000
   22  57  3000    120  12  9000
    2  2  3000      49  19  9000
    23  2  3000     72  35  9000
   23  33  6000     46  38  12000
   23  48  6000    133  53  9000
    23  8  3000     82  21  12000
   24  39  3000     46  42  9000
   24  48  3000     66  59  9000
   25  17  6000     57  30  12000
   25  25  6000     49  17  12000
    25  2  3000    121  31  9000
   25  40  3000    100  18  12000
   25  45  6000     28  14  9000
   25  5  3000      77  21  12000
   26  11  6000      28  3  9000
   26  17  3000      50  9  9000
   26  50  6000     65  10  12000
   27  28  6000    153  2  9000
   27  32  3000     89  43  9000
   27  42  3000     85  12  9000
   28  35  3000     77  12  9000
   29  20  3000     47  59  9000
   29  52  3000     31  20  9000
   30  21  3000     48  16  9000
    30  2  6000     51  13  12000
     3  0  6000    104  46  9000
   31  12  3000    121  26  9000
   31  22  6000     64  15  12000
   31  35  3000     74  20  9000
   31  47  3000     35  13  9000
   31  57  3000     35  57  9000
   31  57  6000    115  51  9000
     32  54  3000    13  11  9000
    3  25  3000     76  30  12000
      32  6  3000     20  4  9000
    32  6  3000     34  47  9000
    33  1  6000     71  38  12000
   33  20  3000     44  24  9000
   33  22  3000     64  41  12000
   33  27  6000     70  42  12000
   33  30  3000     36  20  9000
   33  35  3000    130  27  9000
   33  35  3000      7  39  12000
   33  42  3000     73  10  9000
   33  52  6000    151  12  9000
   33  54  3000     35  28  9000
   33  56  6000     18  29  9000
    3  35  3000     98  41  9000
    34  1  3000     71  35  9000
   34  35  3000     69  12  9000
   34  35  6000     58  29  12000
   34  51  6000     56  13  12000
   34  56  6000    138  35  9000
    3  46  6000     38  33  12000
    3  52  3000     11  31  9000
   35  41  3000    139  46  9000
   35  41  3000     51  25  9000
   36  17  3000     59  36  9000
   36  19  3000      43  9  9000
   36  46  3000     30  3  9000
   36  47  3000     10  12  9000
   36  51  6000    174  46  9000
   36  59  3000     35  18  9000
    36  9  3000      5  22  12000
   37  34  3000    126  58  9000
   37  49  6000    144  58  9000
   37  58  3000     23  43  9000
     3  7  3000    101  42  9000
   38  26  3000     27  10  9000
   38  43  3000       9  8  12000
   38  45  3000     27  5  12000
   38  51  3000      77  2  12000
   39  28  3000      0  23  12000
    39  2  3000    125  41  9000
   39  55  3000    116  26  9000
   39  57  3000     32  53  9000
   40  25  3000      3  41  12000
   40  37  3000     22  57  9000
   40  53  3000     14  18  9000
   40  58  3000     28  50  9000
   41  17  6000    174  46  9000
   41  20  3000     69  18  9000
   41  24  3000       2  9  9000
   41  43  3000     44  48  9000
   41  48  3000     12  36  9000
    4  15  6000     15  15  9000
    4  20  6000      15  18  9000
   42  42  3000     23  20  9000
   43  14  3000     76  53  9000
   43  18  3000      5  23  9000
   43  32  6000    172  37  9000
   43  42  3000      7  16  9000
   43  4  3000     141  21  9000
    4  36  3000      74  5  12000
    43  7  3000    131  55  9000
   44  25  3000      26  6  9000
   44  48  3000      20  28  9000
   45  19  3000     75  40  12000
   45  27  3000      9  17  9000
   45  42  3000      4  47  9000
    4  56  3000     52  27  12000
   46  29  3000     30  44  9000
   47  13  3000     39  43  9000
   47  15  3000      1  34  12000
   47  23  3000      8  33  9000
   47  31  3000      19  2  9000
   47  55  3000    106  53  9000
   48  15  3000     16  22  9000
   48  35  3000      7  46  9000
   48  42  3000     44  31  9000
   48  49  3000      2  29  9000
   48  9  3000      11  34  9000
   49  34  3000      8  28  9000
    50  0  3000     36  14  9000
   50  27  3000     30  30  9000
   50  48  3000      4  21  9000
    50  4  3000     19  57  9000
    50  5  3000     14  25  9000
   51  28  3000      3  10  12000
   51  29  3000       0  0  12000
    5  19  3000       4  1  12000
   52  13  3000      21  2  9000
   52  23  3000      4  55  9000
   52  24  3000      9  40  9000
   52  27  3000     13  18  9000
   52  29  3000      1  56  12000
   52  41  3000      8  55  12000
   52  53  3000    158  42  9000
    5  25  3000    100  19  9000
   53  10  6000     70  54  12000
   53  11  3000      50  6  9000
   53  22  3000      6  21  12000
   53  33  3000      9  58  9000
    5  33  3000      0  12  12000
   53  54  3000     27  33  9000
   54  36  3000      5  55  12000
   54  43  3000     20  30  9000
    5  49  3000      55  9  12000
   55  41  3000     12  33  9000
   55  46  3000     37  40  9000
   55  52  3000      4  17  12000
   55  55  3000      3  11  12000
    56  1  3000     92  57  9000
   56  49  3000     60  38  9000
   56  57  3000     24  06  9000
     5  8  6000    119  28  9000
   59  21  3000      18  4  9000
   59  56  3000     10  44  9000
   59  56  3000     30  16  9000
   60  10  3000     24  57  9000
   60  24  3000      5  19  9000
   61  11  3000     45  25  12000
    6  11  6000    106  50  9000
    6  13  3000     75  36  12000
    6  18  3000     10  48  12000
    6  27  3000      3  24  9000
   64  33  3000     40  32  9000
    64  8  3000     21  56  9000
    6  50  3000     58  12  12000
    6  50  6000     39  18  9000
    6  54  3000     79  52  9000
    7  13  6000    112  43  9000
    8  30  3000     13  15  12000
     8  4  6000     34  53  12000
    8  58  3000     79  33  12000
    90  2  3000     38  45  9000
    9  29  6000     147  9  9000
