      0. 13429.03 11338.30  3629.80 156900.0   3138.0 
  38400. 13425.63 11337.40  3629.70 156900.0   3138.0 
  76810. 13419.13 11334.70  3629.40 156900.0   3138.0 
 115210. 13413.53 11330.10  3628.80 156900.0   3138.0 
 153610. 13407.23 11323.70  3628.10 156900.0   3138.0 
 192020. 13400.32 11315.50  3627.10 156900.0   3138.0 
 230420. 13392.92 11305.60  3625.90 156900.0   3138.0 
 268820. 13384.71 11294.00  3624.40 156900.0   3138.0 
 307220. 13375.40 11281.00  3622.80 156900.0   3138.0 
 345630. 13364.90 11266.60  3620.90 156900.0   3138.0 
 384030. 13352.79 11251.20  3618.70 156900.0   3138.0 
 422430. 13338.98 11234.90  3616.30 156900.0   3138.0 
 460840. 13323.87 11218.10  3613.70 156900.0   3138.0 
 499240. 13307.85 11201.00  3610.80 156900.0   3138.0 
 537640. 13291.44 11184.00  3607.60 156900.0   3138.0 
 576050. 13275.03 11167.20  3604.20 156900.0   3138.0 
 614450. 13258.91 11150.80  3600.40 156900.0   3138.0 
 652850. 13243.10 11135.10  3596.50 156900.0   3138.0 
 691260. 13227.58 11120.10  3592.20 156900.0   3138.0 
 729660. 13212.36 11105.90  3587.60 156900.0   3138.0 
 768060. 13197.25 11092.40  3582.80 156900.0   3138.0 
 806460. 13182.33 11079.80  3577.70 156900.0   3138.0 
 844870. 13167.51 11067.80  3572.40 156900.0   3138.0 
 883270. 13152.78 11056.40  3566.80 156900.0   3138.0 
 921670. 13138.26 11045.50  3561.00 156900.0   3138.0 
 960080. 13123.94 11035.00  3555.10 156900.0   3138.0 
 998480. 13109.52 11024.80  3549.00 156900.0   3138.0 
1036880. 13095.39 11014.90  3542.80 156900.0   3138.0 
1075290. 13081.16 11005.10  3536.50 156900.0   3138.0 
1113690. 13067.04 10995.30  3530.10 156900.0   3138.0 
1152090. 13052.51 10985.70  3523.80 156900.0   3138.0 
1190500. 13038.58 10975.60  3517.20 156900.0   3138.0 
1229480. 13028.75 10968.70  3511.80 156900.0   3138.0 
1229480. 12160.65 10414.00     0.00      0.0      0.0 
1299360. 12116.99 10351.80     0.00      0.0      0.0 
1369820. 12074.83 10292.20     0.00      0.0      0.0 
1440280. 12033.07 10235.10     0.00      0.0      0.0 
1510740. 11991.60 10180.80     0.00      0.0      0.0 
1581190. 11950.73 10129.70     0.00      0.0      0.0 
1651650. 11910.46 10078.80     0.00      0.0      0.0 
1722110. 11869.38 10028.40     0.00      0.0      0.0 
1792570. 11824.81  9978.80     0.00      0.0      0.0 
1863030. 11775.32  9930.70     0.00      0.0      0.0 
1933490. 11722.04  9883.60     0.00      0.0      0.0 
2003950. 11666.55  9835.30     0.00      0.0      0.0 
2074410. 11608.56  9782.50     0.00      0.0      0.0 
2144870. 11546.96  9721.10     0.00      0.0      0.0 
2215330. 11480.96  9652.10     0.00      0.0      0.0 
2285790. 11411.66  9580.60     0.00      0.0      0.0 
2356240. 11341.16  9511.50     0.00      0.0      0.0 
2426700. 11270.55  9446.50     0.00      0.0      0.0 
2497160. 11198.24  9382.80     0.00      0.0      0.0 
2567620. 11121.42  9316.60     0.00      0.0      0.0 
2638080. 11038.41  9244.20     0.00      0.0      0.0 
2708540. 10951.19  9165.80     0.00      0.0      0.0 
2779000. 10863.16  9083.30     0.00      0.0      0.0 
2849460. 10777.03  8998.70     0.00      0.0      0.0 
2919920. 10692.50  8911.60     0.00      0.0      0.0 
2990380. 10607.67  8820.10     0.00      0.0      0.0 
3060840. 10520.73  8722.30     0.00      0.0      0.0 
3131300. 10431.20  8617.10     0.00      0.0      0.0 
3201750. 10337.75  8503.00     0.00      0.0      0.0 
3272210. 10239.61  8380.70     0.00      0.0      0.0 
3342670. 10137.86  8255.60     0.00      0.0      0.0 
3413130. 10032.30  8131.80     0.00      0.0      0.0 
3484300.  9917.45  8011.20     0.00      0.0      0.0 
3484300.  5532.05 13717.20  7249.80  16600.0    332.0 
3518220.  5521.47 13713.40  7237.60  16600.0    332.0 
3552850.  5509.59 13708.90  7223.90  16600.0    332.0 
3587490.  5498.21 13680.60  7210.00  16600.0    332.0 
3622120.  5486.73 13651.70  7196.40  16600.0    332.0 
3656750.  5474.95 13625.10  7183.00  16600.0    332.0 
3691380.  5462.97 13591.60  7169.90  16600.0    332.0 
3726010.  5450.49 13556.40  7157.10  16600.0    332.0 
3760640.  5437.41 13516.50  7144.50  16600.0    332.0 
3795270.  5423.82 13472.50  7132.00  16600.0    332.0 
3829910.  5409.34 13424.80  7119.60  16600.0    332.0 
3864540.  5393.75 13374.20  7107.40  16600.0    332.0 
3899170.  5377.17 13321.60  7095.30  16600.0    332.0 
3933800.  5359.58 13267.90  7083.20  16600.0    332.0 
3968430.  5340.79 13214.20  7071.20  16600.0    332.0 
4003060.  5321.00 13161.90  7059.20  16600.0    332.0 
4037690.  5300.31 13111.40  7047.10  16600.0    332.0 
4072330.  5279.02 13063.10  7034.70  16600.0    332.0 
4106960.  5257.33 13017.40  7021.90  16600.0    332.0 
4141590.  5235.54 12974.50  7008.60  16600.0    332.0 
4176220.  5213.75 12934.60  6994.70  16600.0    332.0 
4210850.  5191.96 12897.70  6980.30  16600.0    332.0 
4245480.  5170.56 12863.50  6965.10  16600.0    332.0 
4280110.  5149.37 12831.80  6949.30  16600.0    332.0 
4314740.  5128.27 12802.20  6932.90  16600.0    332.0 
4349380.  5107.58 12773.90  6916.20  16600.0    332.0 
4384010.  5087.28 12746.30  6899.10  16600.0    332.0 
4418640.  5067.38 12718.60  6882.00  16600.0    332.0 
4453270.  5047.69 12690.30  6865.20  16600.0    332.0 
4487900.  5028.09 12661.00  6849.00  16600.0    332.0 
4522530.  5008.69 12630.20  6833.40  16600.0    332.0 
4557160.  4989.29 12597.80  6818.20  16600.0    332.0 
4591800.  4969.68 12563.70  6803.60  16600.0    332.0 
4626430.  4950.08 12527.60  6789.10  16600.0    332.0 
4661060.  4930.48 12489.30  6774.40  16600.0    332.0 
4695690.  4911.28 12448.50  6758.90  16600.0    332.0 
4730320.  4892.57 12405.20  6742.70  16600.0    332.0 
4764950.  4874.47 12359.20  6725.50  16600.0    332.0 
4799580.  4857.16 12310.50  6707.30  16600.0    332.0 
4834220.  4840.95 12259.60  6688.10  16600.0    332.0 
4868850.  4825.54 12207.20  6668.40  16600.0    332.0 
4903480.  4810.84 12153.80  6648.50  16600.0    332.0 
4938110.  4796.83 12099.80  6628.80  16600.0    332.0 
4972740.  4783.12 12045.80  6609.50  16600.0    332.0 
5007370.  4769.51 11992.00  6591.10  16600.0    332.0 
5042000.  4755.30 11937.30  6573.10  16600.0    332.0 
5076640.  4740.08 11880.40  6554.80  16600.0    332.0 
5111270.  4723.17 11820.00  6535.10  16600.0    332.0 
5145900.  4704.26 11755.40  6513.30  16600.0    332.0 
5180530.  4682.64 11684.40  6488.10  16600.0    332.0 
5215160.  4658.63 11607.90  6459.40  16600.0    332.0 
5249790.  4633.51 11530.80  6428.60  16600.0    332.0 
5284420.  4608.59 11457.90  6397.60  16600.0    332.0 
5319060.  4585.38 11393.50  6368.40  16600.0    332.0 
5353690.  4565.36 11341.80  6342.80  16600.0    332.0 
5388320.  4550.44 11308.50  6323.50  16600.0    332.0 
5422950.  4540.72 11293.80  6311.40  16600.0    332.0 
5457580.  4534.80 11291.50  6304.10  16600.0    332.0 
5492210.  4534.78 11304.90  6305.20  16600.0    332.0 
5526840.  4532.75 11312.30  6302.10  16600.0    332.0 
5561470.  4508.93 11264.30  6264.30  16600.0    332.0 
5596110.  4465.41 11163.50  6194.70  16600.0    332.0 
5630740.  4400.98 11006.30  6091.20  16600.0    332.0 
5665370.  4316.86 10795.90  5955.50  16600.0    332.0 
5700000.  4205.53 10514.30  5775.50  16600.0    332.0 
5700000.  4205.53 10514.30  5775.50  13840.0    276.8 
5731250.  4102.72 10251.30  5608.30  13840.0    276.8 
5762500.  4022.50 10040.20  5475.20  13840.0    276.8 
5793750.  3957.89  9864.80  5365.30  13840.0    276.8 
5825000.  3899.97  9708.60  5266.50  13840.0    276.8 
5856250.  3846.75  9568.10  5176.20  13840.0    276.8 
5887500.  3801.44  9451.20  5099.60  13840.0    276.8 
5918750.  3760.72  9351.00  5032.20  13840.0    276.8 
5950000.  3708.40  9228.30  4948.80  13840.0    276.8 
5950000.  3708.40  9228.30  4948.80   5893.0    117.9 
5975630.  3653.70  9108.70  4866.70   5893.0    117.9 
6001250.  3596.40  8982.30  4780.60   5893.0    117.9 
6026880.  3547.31  8859.20  4699.50   5893.0    117.9 
6052500.  3505.11  8738.60  4621.10   5893.0    117.9 
6078130.  3468.61  8619.30  4547.90   5893.0    117.9 
6103750.  3438.51  8501.80  4488.20   5893.0    117.9 
6129380.  3414.71  8387.10  4442.10   5893.0    117.9 
6155000.  3397.51  8273.60  4408.40   5893.0    117.9 
6180630.  3388.20  8158.50  4387.40   5893.0    117.9 
6206250.  3382.00  8054.00  4379.50   5893.0    117.9 
6231880.  3374.50  7965.20  4390.40   5893.0    117.9 
6257500.  3367.10  7873.40  4433.10   5893.0    117.9 
6283130.  3359.80  7797.20  4483.00   5893.0    117.9 
6308750.  3352.59  7739.10  4538.90   5893.0    117.9 
6334380.  3345.49  7713.40  4604.00   5893.0    117.9 
6360000.  3338.28  7704.60  4648.70   5893.0    117.9 
6360000.  2177.98  4702.20  2580.60   5893.0    117.9 
6365500.  2177.66  4700.10  2581.40   5893.0    117.9 
6371000.  2177.34  4697.90  2582.20   5893.0    117.9 
