10242
0.000000E+00 0.900000E+02 6
0.540000E+02 0.880177E+02 6
0.126000E+03 0.880177E+02 6
0.540000E+02 0.860353E+02 6
0.900000E+02 0.867907E+02 6
0.126000E+03 0.860353E+02 6
0.540000E+02 0.840530E+02 6
0.764006E+02 0.850445E+02 6
0.103599E+03 0.850445E+02 6
0.126000E+03 0.840530E+02 6
0.540000E+02 0.820706E+02 6
0.700657E+02 0.831649E+02 6
0.900000E+02 0.835709E+02 6
0.109934E+03 0.831649E+02 6
0.126000E+03 0.820706E+02 6
0.540000E+02 0.800883E+02 6
0.664925E+02 0.812362E+02 6
0.817591E+02 0.818708E+02 6
0.982409E+02 0.818708E+02 6
0.113508E+03 0.812362E+02 6
0.126000E+03 0.800883E+02 6
0.540000E+02 0.781059E+02 6
0.642179E+02 0.792843E+02 6
0.764436E+02 0.800581E+02 6
0.900000E+02 0.803297E+02 6
0.103556E+03 0.800581E+02 6
0.115782E+03 0.792843E+02 6
0.126000E+03 0.781059E+02 6
0.540000E+02 0.761236E+02 6
0.626495E+02 0.773190E+02 6
0.727935E+02 0.781829E+02 6
0.841129E+02 0.786395E+02 6
0.958871E+02 0.786395E+02 6
0.107206E+03 0.781829E+02 6
0.117350E+03 0.773190E+02 6
0.126000E+03 0.761236E+02 6
0.540000E+02 0.741413E+02 6
0.615059E+02 0.753452E+02 6
0.701556E+02 0.762697E+02 6
0.797874E+02 0.768556E+02 6
0.900000E+02 0.770568E+02 6
0.100213E+03 0.768556E+02 6
0.109844E+03 0.762697E+02 6
0.118494E+03 0.753452E+02 6
0.126000E+03 0.741413E+02 6
0.540000E+02 0.721589E+02 6
0.606369E+02 0.733654E+02 6
0.681706E+02 0.743312E+02 6
0.765140E+02 0.750096E+02 6
0.854344E+02 0.753606E+02 6
0.945656E+02 0.753606E+02 6
0.103486E+03 0.750096E+02 6
0.111829E+03 0.743312E+02 6
0.119363E+03 0.733654E+02 6
0.126000E+03 0.721589E+02 6
0.540000E+02 0.701766E+02 6
0.599554E+02 0.713810E+02 6
0.666285E+02 0.723747E+02 6
0.739694E+02 0.731203E+02 6
0.818378E+02 0.735839E+02 6
0.900000E+02 0.737413E+02 6
0.981622E+02 0.735839E+02 6
0.106031E+03 0.731203E+02 6
0.113372E+03 0.723747E+02 6
0.120045E+03 0.713810E+02 6
0.126000E+03 0.701766E+02 6
0.540000E+02 0.681942E+02 6
0.594076E+02 0.693930E+02 6
0.653992E+02 0.704047E+02 6
0.719448E+02 0.711993E+02 6
0.789563E+02 0.717482E+02 6
0.862817E+02 0.720290E+02 6
0.937183E+02 0.720290E+02 6
0.101044E+03 0.717482E+02 6
0.108055E+03 0.711993E+02 6
0.114601E+03 0.704047E+02 6
0.120592E+03 0.693930E+02 6
0.126000E+03 0.681942E+02 6
0.540000E+02 0.662119E+02 6
0.589585E+02 0.674017E+02 6
0.643986E+02 0.684241E+02 6
0.703017E+02 0.692541E+02 6
0.766103E+02 0.698679E+02 6
0.832232E+02 0.702454E+02 6
0.900000E+02 0.703728E+02 6
0.967768E+02 0.702454E+02 6
0.103390E+03 0.698679E+02 6
0.109698E+03 0.692541E+02 6
0.115601E+03 0.684241E+02 6
0.121042E+03 0.674017E+02 6
0.126000E+03 0.662119E+02 6
0.540000E+02 0.642296E+02 6
0.585840E+02 0.654078E+02 6
0.635699E+02 0.664347E+02 6
0.689455E+02 0.672897E+02 6
0.746720E+02 0.679528E+02 6
0.806803E+02 0.684061E+02 6
0.868722E+02 0.686364E+02 6
0.931278E+02 0.686364E+02 6
0.993197E+02 0.684061E+02 6
0.105328E+03 0.679528E+02 6
0.111054E+03 0.672897E+02 6
0.116430E+03 0.664347E+02 6
0.121416E+03 0.654078E+02 6
0.126000E+03 0.642296E+02 6
0.540000E+02 0.622472E+02 6
0.582675E+02 0.634113E+02 6
0.628736E+02 0.644379E+02 6
0.678098E+02 0.653096E+02 6
0.730492E+02 0.660096E+02 6
0.785435E+02 0.665223E+02 6
0.842229E+02 0.668355E+02 6
0.900000E+02 0.669408E+02 6
0.957771E+02 0.668355E+02 6
0.101456E+03 0.665223E+02 6
0.106951E+03 0.660096E+02 6
0.112190E+03 0.653096E+02 6
0.117126E+03 0.644379E+02 6
0.121733E+03 0.634113E+02 6
0.126000E+03 0.622472E+02 6
0.540000E+02 0.602649E+02 6
0.579968E+02 0.614126E+02 6
0.622811E+02 0.624346E+02 6
0.668468E+02 0.633162E+02 6
0.716746E+02 0.640432E+02 6
0.767299E+02 0.646021E+02 6
0.819624E+02 0.649817E+02 6
0.873079E+02 0.651736E+02 6
0.926921E+02 0.651736E+02 6
0.980376E+02 0.649817E+02 6
0.103270E+03 0.646021E+02 6
0.108325E+03 0.640432E+02 6
0.113153E+03 0.633162E+02 6
0.117719E+03 0.624346E+02 6
0.122003E+03 0.614126E+02 6
0.126000E+03 0.602649E+02 6
0.540000E+02 0.582825E+02 6
0.577630E+02 0.594117E+02 6
0.617717E+02 0.604254E+02 6
0.660214E+02 0.613113E+02 6
0.704980E+02 0.620571E+02 6
0.751762E+02 0.626513E+02 6
0.800191E+02 0.630839E+02 6
0.849791E+02 0.633467E+02 6
0.900000E+02 0.634350E+02 6
0.950209E+02 0.633467E+02 6
0.999809E+02 0.630839E+02 6
0.104824E+03 0.626513E+02 6
0.109502E+03 0.620571E+02 6
0.113979E+03 0.613113E+02 6
0.118228E+03 0.604254E+02 6
0.122237E+03 0.594117E+02 6
0.126000E+03 0.582825E+02 6
0.540000E+02 0.563002E+02 6
0.575592E+02 0.574088E+02 6
0.613295E+02 0.584110E+02 6
0.653072E+02 0.592963E+02 6
0.694815E+02 0.600541E+02 6
0.738338E+02 0.606746E+02 6
